,Stkcd,Year,Profit,Asset,ROA,Indcd,Industry,Type,TypeName,Conmee
0,1,2009,5030729000.0,587811000000.0,0.008558412,J66,Monetary financial services,J,Finance,"Ping An Bank Co., Ltd."
1,1,2010,6283816000.0,727207000000.0,0.008641028,J66,Monetary financial services,J,Finance,"Ping An Bank Co., Ltd."
2,1,2011,10390491000.0,1258180000000.0,0.00825835,J66,Monetary financial services,J,Finance,"Ping An Bank Co., Ltd."
3,1,2012,14754409000.0,1606540000000.0,0.009183966,J66,Monetary financial services,J,Finance,"Ping An Bank Co., Ltd."
4,1,2013,15231000000.0,1891740000000.0,0.008051318,J66,Monetary financial services,J,Finance,"Ping An Bank Co., Ltd."
5,1,2014,19802000000.0,2186460000000.0,0.009056649,J66,Monetary financial services,J,Finance,"Ping An Bank Co., Ltd."
6,1,2015,21865000000.0,2599060000000.0,0.008412656999999999,J66,Monetary financial services,J,Finance,"Ping An Bank Co., Ltd."
7,1,2016,22599000000.0,2953430000000.0,0.007651781,J66,Monetary financial services,J,Finance,"Ping An Bank Co., Ltd."
8,1,2017,23189000000.0,3248470000000.0,0.007138436999999999,J66,Monetary financial services,J,Finance,"Ping An Bank Co., Ltd."
9,1,2018,24818000000.0,3418590000000.0,0.007259718,J66,Monetary financial services,J,Finance,"Ping An Bank Co., Ltd."
10,2,2009,6430007539.0,137609000000.0,0.04672665,K70,Real estate,K,Real Estate,"China Vanke Co., Ltd."
11,2,2010,8839610505.0,215638000000.0,0.040992824,K70,Real estate,K,Real Estate,"China Vanke Co., Ltd."
12,2,2011,11599606212.0,296208000000.0,0.039160341,K70,Real estate,K,Real Estate,"China Vanke Co., Ltd."
13,2,2012,15662588423.0,378802000000.0,0.041347692000000005,K70,Real estate,K,Real Estate,"China Vanke Co., Ltd."
14,2,2013,18297549871.0,479205000000.0,0.038183136,K70,Real estate,K,Real Estate,"China Vanke Co., Ltd."
15,2,2014,19287524028.0,519974000000.0,0.037093247,K70,Real estate,K,Real Estate,"China Vanke Co., Ltd."
16,2,2015,25949438026.0,611296000000.0,0.042449874000000005,K70,Real estate,K,Real Estate,"China Vanke Co., Ltd."
17,2,2016,28350255481.0,830674000000.0,0.03412922,K70,Real estate,K,Real Estate,"China Vanke Co., Ltd."
18,2,2017,37208387330.0,1165350000000.0,0.031928938,K70,Real estate,K,Real Estate,"China Vanke Co., Ltd."
19,2,2018,24860006686.0,1432220000000.0,0.017357673,K70,Real estate,K,Real Estate,"China Vanke Co., Ltd."
20,4,2009,4532533.64,230512058.7,0.019662892,C27,Pharmaceutical ,C,Manufacturing,"Shenzhen Cau Technology Co., Ltd."
21,4,2010,20201272.92,230512058.7,0.08763651300000001,C27,Pharmaceutical ,C,Manufacturing,"Shenzhen Cau Technology Co., Ltd."
22,4,2011,20201272.92,196307219.5,0.102906419,C27,Pharmaceutical ,C,Manufacturing,"Shenzhen Cau Technology Co., Ltd."
23,4,2012,9193067.82,201562278.5,0.045609069,C27,Pharmaceutical ,C,Manufacturing,"Shenzhen Cau Technology Co., Ltd."
24,4,2013,7814225.29,242152079.6,0.032269908,C27,Pharmaceutical ,C,Manufacturing,"Shenzhen Cau Technology Co., Ltd."
25,4,2014,15624813.56,338282581.1,0.046188644,C27,Pharmaceutical ,C,Manufacturing,"Shenzhen Cau Technology Co., Ltd."
26,4,2015,15624813.56,398673507.1,0.039192004,C27,Pharmaceutical ,C,Manufacturing,"Shenzhen Cau Technology Co., Ltd."
27,4,2016,39716316.22,463831852.9,0.085626539,C27,Pharmaceutical ,C,Manufacturing,"Shenzhen Cau Technology Co., Ltd."
28,4,2017,39716316.22,268844295.6,0.14772980800000002,C27,Pharmaceutical ,C,Manufacturing,"Shenzhen Cau Technology Co., Ltd."
29,4,2018,3181766.86,334707736.3,0.009506105,C27,Pharmaceutical ,C,Manufacturing,"Shenzhen Cau Technology Co., Ltd."
30,5,2009,10499719.92,1395564142.0,0.007523638000000001,N77,Ecological protection and environmental protection,N,Environment,Shenzhen Fountain Corporation
31,5,2010,24564275.1,1319203896.0,0.01862053,N77,Ecological protection and environmental protection,N,Environment,Shenzhen Fountain Corporation
32,5,2011,31174631.89,1296039056.0,0.024053775,N77,Ecological protection and environmental protection,N,Environment,Shenzhen Fountain Corporation
33,5,2012,29278932.72,1319702418.0,0.022186011000000002,N77,Ecological protection and environmental protection,N,Environment,Shenzhen Fountain Corporation
34,5,2013,29278932.72,1319702418.0,0.022186011000000002,N77,Ecological protection and environmental protection,N,Environment,Shenzhen Fountain Corporation
35,5,2014,85681227.81,1592899331.0,0.05378948099999999,N77,Ecological protection and environmental protection,N,Environment,Shenzhen Fountain Corporation
36,5,2015,85681227.81,2194008790.0,0.039052363,N77,Ecological protection and environmental protection,N,Environment,Shenzhen Fountain Corporation
37,5,2016,141884379.8,2527235374.0,0.056142131,N77,Ecological protection and environmental protection,N,Environment,Shenzhen Fountain Corporation
38,5,2017,116962419.9,2912099984.0,0.040164287,N77,Ecological protection and environmental protection,N,Environment,Shenzhen Fountain Corporation
39,5,2018,27871716.22,2906448903.0,0.009589611999999999,N77,Ecological protection and environmental protection,N,Environment,Shenzhen Fountain Corporation
40,6,2009,335222969.1,7599040123.0,0.044113857,K70,Real estate,K,Real Estate,"Shenzhen Zhenye (Group) Co., Ltd."
41,6,2010,496465075.5,8568302263.0,0.057942059000000004,K70,Real estate,K,Real Estate,"Shenzhen Zhenye (Group) Co., Ltd."
42,6,2011,503111973.6,8568302263.0,0.058717813,K70,Real estate,K,Real Estate,"Shenzhen Zhenye (Group) Co., Ltd."
43,6,2012,629565380.0,9343430260.0,0.06738054,K70,Real estate,K,Real Estate,"Shenzhen Zhenye (Group) Co., Ltd."
44,6,2013,698009106.0,10826192946.0,0.064474105,K70,Real estate,K,Real Estate,"Shenzhen Zhenye (Group) Co., Ltd."
45,6,2014,698009106.0,11753217519.0,0.059388768,K70,Real estate,K,Real Estate,"Shenzhen Zhenye (Group) Co., Ltd."
46,6,2015,534176970.5,12703504209.0,0.042049576,K70,Real estate,K,Real Estate,"Shenzhen Zhenye (Group) Co., Ltd."
47,6,2016,803876525.5,13957643134.0,0.057594002000000005,K70,Real estate,K,Real Estate,"Shenzhen Zhenye (Group) Co., Ltd."
48,6,2017,820482505.6,13265496850.0,0.061850869,K70,Real estate,K,Real Estate,"Shenzhen Zhenye (Group) Co., Ltd."
49,6,2018,545339960.7,12463343600.0,0.04375551,K70,Real estate,K,Real Estate,"Shenzhen Zhenye (Group) Co., Ltd."
50,7,2009,74272197.9,610650389.6,0.12162802,K70,Real estate,K,Real Estate,"Shenzhen Quanxinhao Co.,Ltd."
51,7,2010,72755383.44,363271589.8,0.20027820899999998,K70,Real estate,K,Real Estate,"Shenzhen Quanxinhao Co.,Ltd."
52,7,2011,21700158.05,362415187.9,0.059876514000000006,K70,Real estate,K,Real Estate,"Shenzhen Quanxinhao Co.,Ltd."
53,7,2012,9680186.12,789680006.5,0.012258365,K70,Real estate,K,Real Estate,"Shenzhen Quanxinhao Co.,Ltd."
54,7,2013,49690004.59,789680006.5,0.062924228,K70,Real estate,K,Real Estate,"Shenzhen Quanxinhao Co.,Ltd."
55,7,2014,45316851.54,693862589.3,0.065310988,K70,Real estate,K,Real Estate,"Shenzhen Quanxinhao Co.,Ltd."
56,7,2015,13238872.22,680925247.0,0.019442475,K70,Real estate,K,Real Estate,"Shenzhen Quanxinhao Co.,Ltd."
57,7,2016,81567961.1,575597609.4,0.141710041,K70,Real estate,K,Real Estate,"Shenzhen Quanxinhao Co.,Ltd."
58,7,2017,81567961.1,514367695.1,0.15857909,K70,Real estate,K,Real Estate,"Shenzhen Quanxinhao Co.,Ltd."
59,7,2018,5447733.9,429460504.7,0.012685064,K70,Real estate,K,Real Estate,"Shenzhen Quanxinhao Co.,Ltd."
60,8,2009,748037.14,79407977.39,0.009420176,C37,Transportation equipment manufacturing,C,Manufacturing,"China High-Speed Railway Technology Co., Ltd."
61,8,2010,888948.26,79836399.73,0.011134624,C37,Transportation equipment manufacturing,C,Manufacturing,"China High-Speed Railway Technology Co., Ltd."
62,8,2011,888948.26,77932220.92,0.011406685,C37,Transportation equipment manufacturing,C,Manufacturing,"China High-Speed Railway Technology Co., Ltd."
63,8,2012,39129030.59,613829627.3,0.06374575099999999,C37,Transportation equipment manufacturing,C,Manufacturing,"China High-Speed Railway Technology Co., Ltd."
64,8,2013,39129030.59,626625950.7,0.062444000000000006,C37,Transportation equipment manufacturing,C,Manufacturing,"China High-Speed Railway Technology Co., Ltd."
65,8,2014,45619496.08,674028043.8,0.06768189599999999,C37,Transportation equipment manufacturing,C,Manufacturing,"China High-Speed Railway Technology Co., Ltd."
66,8,2015,189909159.6,3589354695.0,0.052908998,C37,Transportation equipment manufacturing,C,Manufacturing,"China High-Speed Railway Technology Co., Ltd."
67,8,2016,530541641.4,8192656626.0,0.06475819299999999,C37,Transportation equipment manufacturing,C,Manufacturing,"China High-Speed Railway Technology Co., Ltd."
68,8,2017,360664685.0,10678315230.0,0.03377543,C37,Transportation equipment manufacturing,C,Manufacturing,"China High-Speed Railway Technology Co., Ltd."
69,8,2018,190787728.6,9927227991.0,0.019218631,C37,Transportation equipment manufacturing,C,Manufacturing,"China High-Speed Railway Technology Co., Ltd."
70,9,2009,408594409.4,7830394717.0,0.052180564000000006,S90,Integrated ,S,Integrated,"China Baoan Group Co., Ltd."
71,9,2010,441594065.9,10024647811.0,0.044050831,S90,Integrated ,S,Integrated,"China Baoan Group Co., Ltd."
72,9,2011,441594065.9,11785629478.0,0.037468857,S90,Integrated ,S,Integrated,"China Baoan Group Co., Ltd."
73,9,2012,380435408.3,13171329971.0,0.028883599,S90,Integrated ,S,Integrated,"China Baoan Group Co., Ltd."
74,9,2013,452337627.6,13863406091.0,0.032628173999999996,S90,Integrated ,S,Integrated,"China Baoan Group Co., Ltd."
75,9,2014,472548632.6,14725495571.0,0.032090508,S90,Integrated ,S,Integrated,"China Baoan Group Co., Ltd."
76,9,2015,965898398.9,18113933206.0,0.053323505,S90,Integrated ,S,Integrated,"China Baoan Group Co., Ltd."
77,9,2016,927382331.7,21622925841.0,0.042888845999999994,S90,Integrated ,S,Integrated,"China Baoan Group Co., Ltd."
78,9,2017,419482105.1,27109464910.0,0.01547364,S90,Integrated ,S,Integrated,"China Baoan Group Co., Ltd."
79,9,2018,259486421.2,28801284453.0,0.009009543,S90,Integrated ,S,Integrated,"China Baoan Group Co., Ltd."
80,10,2009,21392620.2,239857899.6,0.089188725,E48,Civil engineering,E,Construction,"SHENZHEN ECOBEAUTY CO.,LTD."
81,10,2010,9630354.3,231855187.8,0.041536074,E48,Civil engineering,E,Construction,"SHENZHEN ECOBEAUTY CO.,LTD."
82,10,2011,8374495.19,239520521.4,0.034963581,E48,Civil engineering,E,Construction,"SHENZHEN ECOBEAUTY CO.,LTD."
83,10,2012,8374495.19,247968285.6,0.033772445,E48,Civil engineering,E,Construction,"SHENZHEN ECOBEAUTY CO.,LTD."
84,10,2013,42329289.4,1089631309.0,0.038847351,E48,Civil engineering,E,Construction,"SHENZHEN ECOBEAUTY CO.,LTD."
85,10,2014,3810759.8,1027789609.0,0.0037077240000000003,E48,Civil engineering,E,Construction,"SHENZHEN ECOBEAUTY CO.,LTD."
86,10,2015,32447064.91,5174655864.0,0.006270380999999999,E48,Civil engineering,E,Construction,"SHENZHEN ECOBEAUTY CO.,LTD."
87,10,2016,38935297.02,5174655864.0,0.007524229,E48,Civil engineering,E,Construction,"SHENZHEN ECOBEAUTY CO.,LTD."
88,10,2017,38935297.02,4865760551.0,0.008001893000000001,E48,Civil engineering,E,Construction,"SHENZHEN ECOBEAUTY CO.,LTD."
89,10,2018,-10020574.63,3824096199.0,-0.002620377,E48,Civil engineering,E,Construction,"SHENZHEN ECOBEAUTY CO.,LTD."
90,11,2009,495657984.1,2834417955.0,0.17487117,K70,Real estate,K,Real Estate,"Shenzhen Properties and Resources Development (Group)Co., Ltd."
91,11,2010,462937195.9,2913281354.0,0.158905763,K70,Real estate,K,Real Estate,"Shenzhen Properties and Resources Development (Group)Co., Ltd."
92,11,2011,306477330.1,3499608314.0,0.08757475199999999,K70,Real estate,K,Real Estate,"Shenzhen Properties and Resources Development (Group)Co., Ltd."
93,11,2012,375378858.9,4081206075.0,0.09197743300000001,K70,Real estate,K,Real Estate,"Shenzhen Properties and Resources Development (Group)Co., Ltd."
94,11,2013,375378858.9,3950705939.0,0.095015641,K70,Real estate,K,Real Estate,"Shenzhen Properties and Resources Development (Group)Co., Ltd."
95,11,2014,417498679.9,4027219662.0,0.10366921,K70,Real estate,K,Real Estate,"Shenzhen Properties and Resources Development (Group)Co., Ltd."
96,11,2015,417498679.9,4379763486.0,0.095324481,K70,Real estate,K,Real Estate,"Shenzhen Properties and Resources Development (Group)Co., Ltd."
97,11,2016,989049383.7,6654356144.0,0.148631868,K70,Real estate,K,Real Estate,"Shenzhen Properties and Resources Development (Group)Co., Ltd."
98,11,2017,989049383.7,6654356144.0,0.148631868,K70,Real estate,K,Real Estate,"Shenzhen Properties and Resources Development (Group)Co., Ltd."
99,11,2018,144188691.4,4952479503.0,0.029114445,K70,Real estate,K,Real Estate,"Shenzhen Properties and Resources Development (Group)Co., Ltd."
100,12,2009,914609491.0,10913350017.0,0.083806484,C30,Nonmetal mineral products,C,Manufacturing,"CSG Holding Co., Ltd."
101,12,2010,1596958348.0,12469619167.0,0.128067933,C30,Nonmetal mineral products,C,Manufacturing,"CSG Holding Co., Ltd."
102,12,2011,1596958348.0,15281391077.0,0.10450346699999999,C30,Nonmetal mineral products,C,Manufacturing,"CSG Holding Co., Ltd."
103,12,2012,1337516285.0,15281391077.0,0.08752582,C30,Nonmetal mineral products,C,Manufacturing,"CSG Holding Co., Ltd."
104,12,2013,1621214397.0,15995988781.0,0.101351309,C30,Nonmetal mineral products,C,Manufacturing,"CSG Holding Co., Ltd."
105,12,2014,1675314397.0,15285641383.0,0.10960053,C30,Nonmetal mineral products,C,Manufacturing,"CSG Holding Co., Ltd."
106,12,2015,939764732.0,15657180160.0,0.060021327,C30,Nonmetal mineral products,C,Manufacturing,"CSG Holding Co., Ltd."
107,12,2016,804226524.0,17146815630.0,0.046902384000000005,C30,Nonmetal mineral products,C,Manufacturing,"CSG Holding Co., Ltd."
108,12,2017,828636035.0,19535002368.0,0.042418015999999996,C30,Nonmetal mineral products,C,Manufacturing,"CSG Holding Co., Ltd."
109,12,2018,485897782.0,20524811756.0,0.023673677999999997,C30,Nonmetal mineral products,C,Manufacturing,"CSG Holding Co., Ltd."
110,14,2009,83346844.83,1741931733.0,0.047847365999999995,K70,Real estate,K,Real Estate,"Shahe Industrial Co., Ltd."
111,14,2010,82046844.83,1741931733.0,0.047101067999999996,K70,Real estate,K,Real Estate,"Shahe Industrial Co., Ltd."
112,14,2011,77617075.01,1797309398.0,0.043185149000000006,K70,Real estate,K,Real Estate,"Shahe Industrial Co., Ltd."
113,14,2012,64633037.76,2020502626.0,0.031988594,K70,Real estate,K,Real Estate,"Shahe Industrial Co., Ltd."
114,14,2013,35207822.82,2107054165.0,0.016709501,K70,Real estate,K,Real Estate,"Shahe Industrial Co., Ltd."
115,14,2014,62783265.02,2236734317.0,0.028069165,K70,Real estate,K,Real Estate,"Shahe Industrial Co., Ltd."
116,14,2015,62783265.02,2236734317.0,0.028069165,K70,Real estate,K,Real Estate,"Shahe Industrial Co., Ltd."
117,14,2016,53410757.37,2188491309.0,0.024405286,K70,Real estate,K,Real Estate,"Shahe Industrial Co., Ltd."
118,14,2017,29112707.54,1873814393.0,0.015536602,K70,Real estate,K,Real Estate,"Shahe Industrial Co., Ltd."
119,14,2018,4814657.71,1826060066.0,0.0026366370000000003,K70,Real estate,K,Real Estate,"Shahe Industrial Co., Ltd."
120,16,2009,277795888.3,13568083128.0,0.020474218,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Konka Group Co., Ltd."
121,16,2010,147386572.3,16466895565.0,0.008950477,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Konka Group Co., Ltd."
122,16,2011,101189495.0,17272230545.0,0.005858508,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Konka Group Co., Ltd."
123,16,2012,179832117.2,17046289010.0,0.010549633999999999,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Konka Group Co., Ltd."
124,16,2013,206172587.6,16562917198.0,0.012447843,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Konka Group Co., Ltd."
125,16,2014,206172587.6,16779359277.0,0.012287273999999999,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Konka Group Co., Ltd."
126,16,2015,63733029.58,16779359277.0,0.003798299,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Konka Group Co., Ltd."
127,16,2016,92175358.08,17243119598.0,0.005345631,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Konka Group Co., Ltd."
128,16,2017,414708536.5,23558735470.0,0.017603175,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Konka Group Co., Ltd."
129,16,2018,737241715.0,29874351342.0,0.024678082999999996,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Konka Group Co., Ltd."
130,18,2009,11713331.0,201318234.0,0.05818316,E50,Building decoration and other construction,E,Construction,"Sino Great Wall Co., Ltd."
131,18,2010,11713331.0,201318234.0,0.05818316,E50,Building decoration and other construction,E,Construction,"Sino Great Wall Co., Ltd."
132,18,2011,2370935.0,195732419.0,0.012113144,E50,Building decoration and other construction,E,Construction,"Sino Great Wall Co., Ltd."
133,18,2012,-233111.0,172828660.0,-0.0013487979999999998,E50,Building decoration and other construction,E,Construction,"Sino Great Wall Co., Ltd."
134,18,2013,7849904.0,172002557.0,0.045638298,E50,Building decoration and other construction,E,Construction,"Sino Great Wall Co., Ltd."
135,18,2014,7849904.0,198177211.0,0.039610528,E50,Building decoration and other construction,E,Construction,"Sino Great Wall Co., Ltd."
136,18,2015,353326328.7,4017462825.0,0.087947629,E50,Building decoration and other construction,E,Construction,"Sino Great Wall Co., Ltd."
137,18,2016,472092895.0,7986178962.0,0.059113739000000005,E50,Building decoration and other construction,E,Construction,"Sino Great Wall Co., Ltd."
138,18,2017,472092895.0,11667845186.0,0.040461018,E50,Building decoration and other construction,E,Construction,"Sino Great Wall Co., Ltd."
139,18,2018,218782565.0,11806550835.0,0.018530608,E50,Building decoration and other construction,E,Construction,"Sino Great Wall Co., Ltd."
140,19,2009,16013561.03,664716372.7,0.024090817999999996,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Cereals Holdings Co., Ltd."
141,19,2010,8985389.49,681258261.1,0.013189403,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Cereals Holdings Co., Ltd."
142,19,2011,34356299.73,1239235043.0,0.027723796000000002,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Cereals Holdings Co., Ltd."
143,19,2012,90953054.22,1402386876.0,0.064855894,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Cereals Holdings Co., Ltd."
144,19,2013,76077033.87,1480045618.0,0.051401817,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Cereals Holdings Co., Ltd."
145,19,2014,49294105.99,1585575657.0,0.031089091,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Cereals Holdings Co., Ltd."
146,19,2015,44823012.53,1503456382.0,0.029813311000000002,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Cereals Holdings Co., Ltd."
147,19,2016,90145526.08,1560831608.0,0.057754806,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Cereals Holdings Co., Ltd."
148,19,2017,90145526.08,1560831608.0,0.057754806,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Cereals Holdings Co., Ltd."
149,19,2018,-4222539.93,1465965756.0,-0.0028803809999999996,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Cereals Holdings Co., Ltd."
150,20,2009,12581618.23,756779839.5,0.016625203,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Zhongheng Huafa Co., Ltd."
151,20,2010,17375496.34,844395981.6,0.020577427,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Zhongheng Huafa Co., Ltd."
152,20,2011,10374521.2,915403912.9,0.011333272,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Zhongheng Huafa Co., Ltd."
153,20,2012,10374521.2,761065541.0,0.013631573999999999,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Zhongheng Huafa Co., Ltd."
154,20,2013,3241897.7,731717709.8,0.004430531,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Zhongheng Huafa Co., Ltd."
155,20,2014,7687620.27,1187640333.0,0.006473021,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Zhongheng Huafa Co., Ltd."
156,20,2015,19994553.01,1172778772.0,0.01704887,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Zhongheng Huafa Co., Ltd."
157,20,2016,7272956.22,1154989593.0,0.006296989,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Zhongheng Huafa Co., Ltd."
158,20,2017,5457710.33,688145685.8,0.007931039,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Zhongheng Huafa Co., Ltd."
159,20,2018,2793133.6,610025600.4,0.004578715,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Zhongheng Huafa Co., Ltd."
160,21,2009,330752773.2,5428294599.0,0.06093125,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Kaifa Technology Co., Ltd."
161,21,2010,356341820.0,6666538140.0,0.053452304000000006,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Kaifa Technology Co., Ltd."
162,21,2011,356341820.0,10336754642.0,0.034473277999999996,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Kaifa Technology Co., Ltd."
163,21,2012,220142572.0,10694863234.0,0.020583953999999998,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Kaifa Technology Co., Ltd."
164,21,2013,158874515.2,13726551759.0,0.011574248,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Kaifa Technology Co., Ltd."
165,21,2014,324398138.0,14750331042.0,0.021992601,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Kaifa Technology Co., Ltd."
166,21,2015,392890647.7,14851075366.0,0.026455367,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Kaifa Technology Co., Ltd."
167,21,2016,458228895.3,14337515272.0,0.031960132999999995,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Kaifa Technology Co., Ltd."
168,21,2017,573895565.6,16790541653.0,0.034179693,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Kaifa Technology Co., Ltd."
169,21,2018,457723074.5,15311406432.0,0.029894254,C39,"Manufacturing of computers, communications and other electronic equipment",C,Manufacturing,"Shenzhen Kaifa Technology Co., Ltd."
170,22,2009,826639364.0,5527873569.0,0.149540208,G55,Water transport,G,Transportation,"China Merchants Port Group Co., Ltd."
171,22,2010,826639364.0,6202184742.0,0.133281964,G55,Water transport,G,Transportation,"China Merchants Port Group Co., Ltd."
172,22,2011,826639364.0,6773160926.0,0.12204632,G55,Water transport,G,Transportation,"China Merchants Port Group Co., Ltd."
173,22,2012,667775668.0,6980962668.0,0.095656674,G55,Water transport,G,Transportation,"China Merchants Port Group Co., Ltd."
174,22,2013,642479914.8,7410664674.0,0.086696665,G55,Water transport,G,Transportation,"China Merchants Port Group Co., Ltd."
175,22,2014,642479914.8,7470426613.0,0.08600310900000001,G55,Water transport,G,Transportation,"China Merchants Port Group Co., Ltd."
176,22,2015,652717658.6,6970995664.0,0.09363334699999999,G55,Water transport,G,Transportation,"China Merchants Port Group Co., Ltd."
177,22,2016,669849703.7,6913772877.0,0.096886275,G55,Water transport,G,Transportation,"China Merchants Port Group Co., Ltd."
178,22,2017,761450020.9,8062135991.0,0.09444767800000001,G55,Water transport,G,Transportation,"China Merchants Port Group Co., Ltd."
179,22,2018,619953812.3,8147257791.0,0.076093555,G55,Water transport,G,Transportation,"China Merchants Port Group Co., Ltd."
180,23,2009,24432962.43,1204321218.0,0.020287746000000002,C30,Nonmetal mineral products,C,Manufacturing,"Shenzhen Universe (Group)Co., Ltd."
181,23,2010,23786338.85,1071859934.0,0.022191647999999998,C30,Nonmetal mineral products,C,Manufacturing,"Shenzhen Universe (Group)Co., Ltd."
182,23,2011,35008835.64,1093571443.0,0.032013305,C30,Nonmetal mineral products,C,Manufacturing,"Shenzhen Universe (Group)Co., Ltd."
183,23,2012,43546241.42,1219044948.0,0.035721604,C30,Nonmetal mineral products,C,Manufacturing,"Shenzhen Universe (Group)Co., Ltd."
184,23,2013,43546241.42,1344913500.0,0.03237847,C30,Nonmetal mineral products,C,Manufacturing,"Shenzhen Universe (Group)Co., Ltd."
185,23,2014,20003871.21,1474001953.0,0.013571129,C30,Nonmetal mineral products,C,Manufacturing,"Shenzhen Universe (Group)Co., Ltd."
186,23,2015,28630695.58,1565865590.0,0.018284261,C30,Nonmetal mineral products,C,Manufacturing,"Shenzhen Universe (Group)Co., Ltd."
187,23,2016,27325103.91,1565865590.0,0.017450478999999998,C30,Nonmetal mineral products,C,Manufacturing,"Shenzhen Universe (Group)Co., Ltd."
188,23,2017,33596573.38,1951619399.0,0.017214716,C30,Nonmetal mineral products,C,Manufacturing,"Shenzhen Universe (Group)Co., Ltd."
189,23,2018,8141725.22,2126283054.0,0.003829088,C30,Nonmetal mineral products,C,Manufacturing,"Shenzhen Universe (Group)Co., Ltd."
190,25,2009,13667494.15,614544088.8,0.022240055,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Tellus Holding Co., Ltd."
191,25,2010,8123510.38,611487117.7,0.013284843000000001,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Tellus Holding Co., Ltd."
192,25,2011,3922307.28,599555953.3,0.00654202,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Tellus Holding Co., Ltd."
193,25,2012,5610003.2,644911292.0,0.008698876,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Tellus Holding Co., Ltd."
194,25,2013,18852145.77,700998151.9,0.026893289,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Tellus Holding Co., Ltd."
195,25,2014,8566208.16,806324777.8,0.010623769,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Tellus Holding Co., Ltd."
196,25,2015,42738043.55,1423276241.0,0.030027933,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Tellus Holding Co., Ltd."
197,25,2016,42738043.55,1189001075.0,0.035944495,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Tellus Holding Co., Ltd."
198,25,2017,65781568.71,1403314594.0,0.046875852999999995,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Tellus Holding Co., Ltd."
199,25,2018,35543250.75,1542080472.0,0.023048895,F51,Wholesale business,F,Wholesale & Retail,"Shenzhen Tellus Holding Co., Ltd."
200,26,2009,28777791.02,1977302334.0,0.014554067,F52,Retail business,F,Wholesale & Retail,Fiyta Holdings Ltd.
201,26,2010,94018545.51,2436539054.0,0.038586922999999995,F52,Retail business,F,Wholesale & Retail,Fiyta Holdings Ltd.
